title,address,totalScore,categories,location
WARTEG SAMI ASIH,"PR93+23G, Jalan Gang Masjid, Kejawaan Putih Tamba, Mulyorejo, Surabaya, East Java 60112, Indonesia",2.9,['Restoran Indonesia'],"{'lat': -7.2825119, 'lng': 112.8027084}"
Warung Bu Tari,"Jl. Keputih Utara Gg. Langgar No.4 A, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.8,['Restoran'],"{'lat': -7.2877479, 'lng': 112.8004009}"
Warteg,"PQPF+9C9, Jl. Kaliwaron, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",5.0,['Warung tegal'],"{'lat': -7.2640929, 'lng': 112.7736005}"
Warteg ITA Barokah,"Jl. Semampir Sel. I No.A, RW.3, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",3.7,"['Warung tegal', 'Restoran Jawa']","{'lat': -7.3092604, 'lng': 112.7781709}"
Depot Kang Ran 78,"Jl. Gubeng Kertajaya IX Raya No.21, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.7,['Restoran China'],"{'lat': -7.2758012, 'lng': 112.7572188}"
Depot Mentari,"Jl. Ngagel Madya No.2 B, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.5,['Restoran Indonesia'],"{'lat': -7.2877724, 'lng': 112.7599501}"
Depot Slamet,"Jl. Dharmahusada No.6B, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,"['Restoran China', 'Restoran Nasi Goreng', 'Restoran Mie']","{'lat': -7.2660748, 'lng': 112.7563232}"
Depot Anugerah,"Jl. Ngagel Jaya Sel., Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.8,"['Restoran', 'Rumah Makan', 'Restoran Seafood']","{'lat': -7.2938718, 'lng': 112.7612694}"
Depot Monika Rasa,"Jl. Dharmahusada No.38, Mulyorejo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.7,['Restoran Asia'],"{'lat': -7.2661113, 'lng': 112.7631577}"
Depot 539,"Jl. Manyar Kertoarjo V No.39, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",3.9,['Restoran'],"{'lat': -7.2782669, 'lng': 112.7659147}"
Depot Mulyosari 212 Khas Madura (Ibu Choirul Anam),"Jl. Raya Mulyosari No.212, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.1,"['Restoran Nasi Goreng', 'Restoran Jawa Timur']","{'lat': -7.266707, 'lng': 112.7959549}"
Depot Cak Win,"Jl. Gubeng Kertajaya XIII E No.33, RT.06/RW.06, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,"['Restoran China', 'Rumah Makan', 'Restoran Halal', 'Restoran Indonesia', 'Restoran Jawa']","{'lat': -7.2771498, 'lng': 112.7613594}"
Kedai Van Djava,"Jl. Karang Menjangan Gg. 2 No.16, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.9,['Kedai Kopi'],"{'lat': -7.2691785, 'lng': 112.7618168}"
Coffee Times,"Jl. Keputih Gg. II A No.26a, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,['Bar Kopi Espresso'],"{'lat': -7.2888452, 'lng': 112.7998662}"
Kedai Kopi 7,"Jl. Medokan Semampir AWS No.02, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.3100178, 'lng': 112.7780792}"
Kedai Kopi Adat,"Keputih Blok I D No. 53 Kavling 8, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60114, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.288005, 'lng': 112.7996574}"
Kedai Kopi Serupa,"no, Jl. Mojo Kidul No.5 111, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.2697704, 'lng': 112.7705856}"
Kedai Kopi Rimba,"Ko Bumi Marina Emas Bar No.21, RT.001/RW.06, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.2937499, 'lng': 112.8034093}"
Kedai Semampir,"No 37 Kav 6 E Sukolilo Timur, Jl. Raya Semampir Barat, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.4,['Kedai Kopi'],"{'lat': -7.305506, 'lng': 112.778622}"
Kedai Fannis,"Jl. Nginden Semolo No.64, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.3001919, 'lng': 112.768279}"
Kedai Kopi Tugas Negara - Dharmawangsa,"Jl. Dharmawangsa No.36, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.5,['Kedai Kopi'],"{'lat': -7.270223, 'lng': 112.756263}"
Kedai Ori San Antonio,"Pakuwon City, Ruko San Antonio Blok N 1 No.136-138, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.5,"['Kafe', 'Restoran']","{'lat': -7.2650994, 'lng': 112.8062369}"
Kedai Kopi & STMJ 5758,"Jl. Semolowaru No.42, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.3,['Kedai Kopi'],"{'lat': -7.3003859, 'lng': 112.7743157}"
Kedai Warkop Sobat Sejati,"Jl. Nginden Semolo No.100 F, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.0,['Kafe'],"{'lat': -7.3002032, 'lng': 112.7718099}"
Warkop Kedai Gaul,"Jl. Keputih Tegal Taman No.1, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.2956834, 'lng': 112.8013469}"
Kedai STMJ,"PQ65+77X, Jl. Ngagel Jaya Utara, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur, Indonesia",4.0,['Kedai Kopi'],"{'lat': -7.2892542, 'lng': 112.7582294}"
Warteg Orens Bahari 135 - Karang Menjangan,"Jl. Karang Menjangan No.93, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.5,['Warung tegal'],"{'lat': -7.2707468, 'lng': 112.7605142}"
Warteg Merdeka 45,"Jl. Dharmawangsa No.61A, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.7,['Restoran Indonesia'],"{'lat': -7.275875, 'lng': 112.7561805}"
WARTEG KHARISMA BAHARI RGP,"Jl. Manyar Jaya V A No.36 C, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.0,['Dapur Umum'],"{'lat': -7.2974886, 'lng': 112.7688003}"
WARTEG ORENS BAHARI,"PQH6+F7W, Jl. Airlangga, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",5.0,['Restoran'],"{'lat': -7.2712533, 'lng': 112.7606963}"
Warung Makan Tegal,"Jl. Kedung Tomas II No.44B, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.2,['Warung tegal'],"{'lat': -7.2892201, 'lng': 112.7690061}"
Warung Makan AERO BANGKIT 24 Jam,"PQF4+775, Jl. Gubeng Kertajaya, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",3.6,['Warung tegal'],"{'lat': -7.2769123, 'lng': 112.7557798}"
Warteg Naik Kelas,"Jl. Raya Manyar No.84 B, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60118, Indonesia",4.3,"['Restoran', 'Restoran Keluarga']","{'lat': -7.2980449, 'lng': 112.761841}"
Depot Bedjo,"Jl. Dharmahusada No.36 C, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,['Restoran China'],"{'lat': -7.2665312, 'lng': 112.7672008}"
Depot Pak Min,"Jl. Manyar Kertoadi, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.2,"['Restoran Hidangan Mie Dan Dan', 'Restoran Nasi Goreng']","{'lat': -7.2821919, 'lng': 112.77825}"
Depot Gentong Mas,"Jl. Manyar Kertoarjo No.57, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,['Restoran'],"{'lat': -7.279987, 'lng': 112.7690105}"
Depot ARTO MORO,"Jl. Sukodami III No.2, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.8,['Rumah Makan'],"{'lat': -7.2779423, 'lng': 112.7628213}"
Depot Victory,"Jl. Semolowaru No.56, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.0,['Restoran China'],"{'lat': -7.3003923, 'lng': 112.7747814}"
Depot Langgeng,"Food Festival, Jalan Kejawan Putih Tambak 22, Kejawaan Putih Tamba, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.5,['Kedai Sarapan'],"{'lat': -7.276175, 'lng': 112.803141}"
Depot Langgeng Jaya,"Jojoran III B No.63, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,"['Restoran Jawa', 'Restoran Indonesia', 'Kedai Sup']","{'lat': -7.277102, 'lng': 112.7689426}"
Depot Mandarin 2,"Graha Masyithoh, Jl. Menur Pumpungan No.34, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.8,['Restoran'],"{'lat': -7.2895059, 'lng': 112.768518}"
Depot Lumintu Dinoyo,"Jl. Krukah Tim. No.5B, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.5,['Restoran Jawa'],"{'lat': -7.29455, 'lng': 112.7570339}"
Depot Mustikarasa,"Jl. Gubeng Kertajaya IX Raya No.46, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.8,['Warung Makanan Kecil'],"{'lat': -7.2756286, 'lng': 112.7573724}"
Depot Pak Umbar,"Jl. Raya Semampir No.79, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.6,['Restoran Nasi Goreng'],"{'lat': -7.3084314, 'lng': 112.7783721}"
Warteg sri sadana,"Jl. Pucang Jajar Tengah No.71, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",5.0,['Dapur Umum'],"{'lat': -7.2835394, 'lng': 112.7611914}"
Warteg sri sadana,"depan poltekes, Jl. Pucang Jajar Tengah No.76, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.5,['Restoran'],"{'lat': -7.2836041, 'lng': 112.7621489}"
Warteg Sri Sadana,"Jl. Karang Menjangan No.13, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,['Warung tegal'],"{'lat': -7.2669146, 'lng': 112.761055}"
Warung Selera Bahari Nginden Semolo,"Ruko Palacio, Jl. Nginden Semolo, Ngenden Jangkungan, Sukolilo, Surabaya, East Java 60118, Indonesia",5.0,['Restoran Indonesia'],"{'lat': -7.3001465, 'lng': 112.7663065}"
Warteg Lapan,"Jl. Kertajaya IX C No.7, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",5.0,['Warung tegal'],"{'lat': -7.276821, 'lng': 112.757684}"
Warung Bu Mar (Ibuk Marsiati),"Jl. Asempayung Gg. Regency No.9, RT.002/RW.03, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.8,"['Restoran Prasmanan', 'Rumah Makan', 'Restoran']","{'lat': -7.2861537, 'lng': 112.7861373}"
Warung Makan SK,"PQH4+RGM, Jl. Dharmawangsa Dalam, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",3.0,"['Restoran Indonesia', 'Katering', 'Rumah Makan', 'Warung nasi', 'Restoran Padang', 'Warung tegal']","{'lat': -7.2703948, 'lng': 112.7563045}"
Kedai boba,"PQ99+4HJ, Jl. Mleto, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.282164, 'lng': 112.7688754}"
Kedai Jiali,"Jl. Dharmawangsa No.142, RT.003/RW.04, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.1,['Kedai Kopi'],"{'lat': -7.2767447, 'lng': 112.7557838}"
Warkop Kedai Kopi Djoeang,"Jl. Jojoran IV No.24, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.2727348, 'lng': 112.7623509}"
Kedai kopi gebang 21,"Jl. Gebang Wetan No.21, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.2817543, 'lng': 112.7890216}"
Kedai Nong-kie,"Jl. Klampis Semolo No.39, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.7,['Kedai Kopi'],"{'lat': -7.2980264, 'lng': 112.7797289}"
Kedai Jenggot Putih,"Jl. Semolowaru Tengah IX No.2, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.5,"['Kedai Kopi', 'Kafe']","{'lat': -7.3015035, 'lng': 112.7773374}"
Depot favor-it,"Jl. Dharmahusada No.36-A, RT.001/RW.04, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.7,['Restoran Indonesia'],"{'lat': -7.2666235, 'lng': 112.7674355}"
Depot Mahkota,"Jl. Ngagel Wasana III No.36, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.4,['Rumah Makan'],"{'lat': -7.2915, 'lng': 112.761949}"
Depot Cak Bas,"Jl. Mulyorejo Tengah No.50, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",4.7,"['Restoran Nasi Goreng', 'Restoran Bakso']","{'lat': -7.267004, 'lng': 112.7790371}"
Depot Sumber Sari,"Jl. Kertajaya Indah Timur XVI No.2 Blok P 245, Gebang Putih, Sukolilo, Surabaya, East Java 60117, Indonesia",4.4,['Restoran Indonesia'],"{'lat': -7.2783202, 'lng': 112.7866708}"
"Depot ""Chi-Ki"" Bu Liem","Jalan Gubeng Kertajaya No.7c No. 20, Airlangga, Gubeng, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.5,"['Restoran Nasi Goreng', 'Restoran Mie', 'Restoran Tahu']","{'lat': -7.2764484, 'lng': 112.7556393}"
Depot PKL Mega Galaxy,"Ruko Mega Galaxy 14A No.20, Jl. Sukarno Hatta No.19, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",4.5,['Rumah Makan'],"{'lat': -7.2823017, 'lng': 112.7803602}"
Depot Terasa Nikmat Gubeng,"Jl. Gubeng Kertajaya VII C No.22, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",3.9,['Restoran'],"{'lat': -7.2764639, 'lng': 112.7557743}"
"Depot Dapur Masakan Malaysia (Chinese Food) ""Cak WONDO""","No Sukolilo, Jl. Arief Rahman Hakim No.28, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,"['Restoran Malaysia', 'Restoran Indonesia', 'Restoran Mie']","{'lat': -7.2903605, 'lng': 112.7959626}"
Depot sam,"Jl. Pumpungan V No.45D, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,['Restoran'],"{'lat': -7.2992624, 'lng': 112.764037}"
Depot Hongkong San Diego Pakuwon City,"Jl. Kalisari Permai I No.77, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",3.5,['Restoran China'],"{'lat': -7.2693189, 'lng': 112.8071575}"
Depot Saudara (Chinese Food),"Jl. Mojo Klanggru No.186, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,['Restoran China'],"{'lat': -7.2682236, 'lng': 112.7740072}"
"Warung Nasi Uduk & Nasi Campur ""Bambu Pojok""","Java Tuning Racing team depan Alfamart, Jl. Keputih Tegal V gang pagar biru No.4, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.7,"['Rumah Makan', 'Warung Makanan Kecil']","{'lat': -7.2909446, 'lng': 112.800048}"
Warkop Unyil - Tempat nongkrong dan ngopi asik,"Nginden Intan Timur I No.22 Blok A, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.8,['Kedai Kopi'],"{'lat': -7.308027, 'lng': 112.7729869}"
Warkop 4K,"Jl. Keputih Tegal No.52, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.5,['Kedai Kopi'],"{'lat': -7.2920985, 'lng': 112.8017572}"
Warkop Sholawat Bang Azis,"Jl. Gebang Kidul No.54 A, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.8,['Kafe'],"{'lat': -7.2827591, 'lng': 112.7877201}"
Warkop Goeboeg 99,"Jl. Arief Rahman Hakim No.23, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.6,['Kedai Kopi'],"{'lat': -7.2898215, 'lng': 112.7973095}"
Warkop Klampis Jaya (WARPOL),"Jl. Klampis Jaya Madya No.1-F, RT.005/RW.02, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,['Kedai Kopi'],"{'lat': -7.2895076, 'lng': 112.775619}"
WARKOP JSS 99,"Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur, Indonesia",4.8,['Kedai Kopi'],"{'lat': -7.2856902, 'lng': 112.7848073}"
Warkop Not Café,"Jl. Mleto No.50, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",4.9,['Kedai Kopi'],"{'lat': -7.2820612, 'lng': 112.7752011}"
WARKOP WKS,"Jl. Raya Semampir No.85, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.9,['Kafe'],"{'lat': -7.3086648, 'lng': 112.7783176}"
Warkop GW27 (Cak Tik)shodakoh ekoh,"Jl. Gebang Wetan No.27, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,"['Kafe', 'Kedai Kopi']","{'lat': -7.2822164, 'lng': 112.7890415}"
Warkop Cak Ron,"Jl. Mojo Klanggru No.223, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.8,['Kafe'],"{'lat': -7.2680203, 'lng': 112.7747411}"
Warkop Magesta,"Jl. Mleto, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",4.8,['Kedai Kopi'],"{'lat': -7.2818651, 'lng': 112.7719241}"
Warkop Cak Kin,"Perumahan bumi marina emas barat, Jalan bumi marina emas barat no. 10, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.9,['Kedai Kopi'],"{'lat': -7.2922218, 'lng': 112.8024113}"
Warkop TKP,"Jl. Kejawan Putih Tambak No.47, Kejawaan Putih Tamba, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.7,['Kedai Kopi'],"{'lat': -7.2815621, 'lng': 112.8025724}"
Warkop Cangkruk Pojok Tegar,"Jl. Medokan Semampir Indah No.505, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.5,['Kedai Kopi'],"{'lat': -7.310176, 'lng': 112.7796073}"
WARKOP KS (Kopi Selir) Semampir,"Jl. Semampir Utara No.51, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.4,"['Kedai Kopi', 'Kafe seni']","{'lat': -7.30748, 'lng': 112.7786025}"
Warkop Klewer,"Jl. Klampis Ngasem III No.10, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,"['Kedai Kopi', 'Kafe']","{'lat': -7.2885733, 'lng': 112.7749895}"
Warkop Damis 77,"Jl. Gebang Putih No.14 No.14, RT.003/RW.03, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.7,['Kafe'],"{'lat': -7.2874209, 'lng': 112.784861}"
Depot Pak Min,"Jalan Manyar Kertoadi No.33 blok H, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",3.5,"['Rumah Makan', 'Restoran']","{'lat': -7.2820234, 'lng': 112.7634825}"
Depot Naga,"Medokan Baru Iii No.6, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.5,['Restoran'],"{'lat': -7.3093156, 'lng': 112.7768817}"
Depot Pak Min,"PQ9C+6W8, Jl. Mleto, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,"['Restoran Nasi Goreng', 'Rumah Makan']","{'lat': -7.2819592, 'lng': 112.7723242}"
Depot M91,"Jl. Manyar Rejo II No.20, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,['Kedai Sarapan & Makan Siang'],"{'lat': -7.2952109, 'lng': 112.7646985}"
SATE HALIM,"Jl. Manyar Kertoarjo No.114, RT.001/RW.06, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.7,['Restoran Sate'],"{'lat': -7.2806375, 'lng': 112.7711573}"
Raja Sate,"Jl. Semolowaru Tengah I No.62, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",5.0,['Restoran Sate'],"{'lat': -7.3039676, 'lng': 112.7787338}"
Sate Ayam Manyar Indah Pak Sali,"Jl. Manyar Indah Raya No.41, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.5,['Restoran Sate'],"{'lat': -7.2921957, 'lng': 112.7707978}"
warung sate pak breng,"Jl. Semolowaru No.72, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.8,['Restoran Sate'],"{'lat': -7.3004078, 'lng': 112.7753963}"
Sate Taichan 88,"Jl. Raya Mulyosari No.228, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60113, Indonesia",4.5,"['Restoran Sate', 'Rumah Makan']","{'lat': -7.2671731, 'lng': 112.7959714}"
Sate Madura Enak,"PQ5X+VMP, Jl. Keputih Makam Blk. E, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.4,['Restoran Sate'],"{'lat': -7.290293, 'lng': 112.7992078}"
Pigmalion - Kertajaya Indah,"Jl. Raya Kertajaya Indah No.168, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,['Restoran Sate'],"{'lat': -7.2799737, 'lng': 112.7883127}"
Sate Ayam Cak Sul,"Jl. Keputih Timur Gg. Baru No.21 Blok D, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.4,['Restoran Sate'],"{'lat': -7.285665, 'lng': 112.8025345}"
Sate Pak Imam Depan Polsek,"Jl. Klampis Sacharosa No.68, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.7,"['Restoran Sate', 'Rumah Makan']","{'lat': -7.2857122, 'lng': 112.7816316}"
"Sate Ayam Madura ""Bang Kumis""","Jl. Gebang Putih No.30A, RT.03/RW.03, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.8,['Restoran Sate'],"{'lat': -7.2865675, 'lng': 112.7850164}"
Raja Sate dan Soto,"Jl. Keputih Timur No.123C, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,['Restoran Indonesia'],"{'lat': -7.2852824, 'lng': 112.8022784}"
Sate Ayam Ponorogo Pak Seger,"Jl. Dharmawangsa No.117, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.4,"['Restoran Sate', 'Restoran Indonesia']","{'lat': -7.2798719, 'lng': 112.7560594}"
Sate Pak Mat Jami'i,"Jl. Raya Menur No.2c, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,['Restoran Sate'],"{'lat': -7.2750425, 'lng': 112.7622081}"
Sate Klopo Kak Mad,"Jl. Pucang Anom Tim. No.17A, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.2,['Restoran Sate'],"{'lat': -7.2826313, 'lng': 112.7560031}"
Sate & Gule Cak Wit,"Jl. Karang Menjangan No.61, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.3,"['Restoran Sate', 'Rumah Makan', 'Restoran']","{'lat': -7.269031, 'lng': 112.7609215}"
"Sate ""Sinar Jaya""","Jl. Dharmawangsa III, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.3,"['Restoran Sate', 'Restoran Indonesia']","{'lat': -7.2694312, 'lng': 112.7561374}"
Sate pak Ali madura,"Jl. Menur IV No.35 A, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.6,"['Restoran Sate', 'Rumah Makan', 'Toko Perlengkapan Rumah']","{'lat': -7.2909045, 'lng': 112.7638399}"
Sate Padang Palapa,"Jl. Dharmawangsa No.98, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.3,['Restoran Sate'],"{'lat': -7.2742149, 'lng': 112.756122}"
sate madura umar,"no 94 a, Jl. Raya Menur No.1, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60282, Indonesia",4.6,['Restoran Sate'],"{'lat': -7.291429, 'lng': 112.7638858}"
Soto Ayam Lamongan CAK HAR,"Jl. Dr. Ir. H. Soekarno No.220, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,"['Restoran Soto Ayam', 'Restoran Indonesia', 'Restoran']","{'lat': -7.2957171, 'lng': 112.7813592}"
Restoran Padang Sederhana - Kertajaya,"Jl. Raya Kertajaya Indah No.100, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.6,"['Restoran Padang', 'Restoran Keluarga']","{'lat': -7.280978, 'lng': 112.7811907}"
DEPOT SEDERHANA (GUBENG POJOK),"Jl. Stasiun Gubeng No.1A, Pacar Keling, Kec. Genteng, Surabaya, Jawa Timur 60272, Indonesia",4.6,"['Restoran Indonesia', 'Kedai Sarapan', 'Restoran Jawa']","{'lat': -7.2664351, 'lng': 112.7518896}"
Dapoer Kecombrang Surabaya - Wonorejo Timur,"Jl. Wonorejo Timur, Wonorejo, Kec. Rungkut, Surabaya, Jawa Timur 60297, Indonesia",4.9,"['Restoran Seafood', 'Restoran Kepiting', 'Restoran']","{'lat': -7.3089034, 'lng': 112.7886546}"
Wapo Resto,"Jl. Airlangga No.43, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,['Restoran Nasi Goreng'],"{'lat': -7.2705024, 'lng': 112.7602896}"
Boncafe - Pregolan,"Jl. Pregolan No.2, Tegalsari, Kec. Tegalsari, Surabaya, Jawa Timur 60262, Indonesia",4.7,"['Restoran Steak', 'Toko Es Krim', 'Restoran Masakan Barat']","{'lat': -7.2661868, 'lng': 112.7397954}"
